code,area,date,median_salary,life_satisfaction,mean_salary,recycling_pct,population_size,number_of_jobs,area_size,no_of_houses,borough_flag
K03000001,great britain,2005-12-01,22970,,28327,,58685543,30539000.0,,,0
K04000001,england and wales,2005-12-01,23151,,28660,,53575343,27859000.0,,,0
N92000002,northern ireland,2005-12-01,20060,,23399,,1727733,838000.0,,,0
S92000003,scotland,2005-12-01,21312,,25107,,5110200,2680000.0,,,0
W92000004,wales,2005-12-01,20634,,23587,,2969309,1381000.0,,,0
E09000001,city of london,2006-12-01,46292,,85886,28,7254,337000.0,315,5374,1
E09000002,barking and dagenham,2006-12-01,26549,,28660,21,167157,51000.0,3780,69529,1
E09000003,barnet,2006-12-01,26071,,30923,29,330801,138000.0,8675,134941,1
E09000004,bexley,2006-12-01,24719,,28847,40,223280,73000.0,6429,93433,1
E09000005,brent,2006-12-01,25279,,29712,22,276504,110000.0,4323,106768,1
E09000006,bromley,2006-12-01,25715,,#,32,300963,126000.0,15013,131387,1
E09000007,camden,2006-12-01,32418,,40593,28,211032,280000.0,2179,96351,1
E09000008,croydon,2006-12-01,26049,,29842,20,340449,148000.0,8650,142961,1
E09000009,ealing,2006-12-01,26354,,32130,25,315329,136000.0,5554,122744,1
E09000010,enfield,2006-12-01,25088,,28912,30,287429,106000.0,8220,117614,1
E09000011,greenwich,2006-12-01,27363,,29714,24,233990,81000.0,5044,101194,1
E09000012,hackney,2006-12-01,30105,,34874,20,220193,88000.0,1905,93941,1
E09000013,hammersmith and fulham,2006-12-01,30464,,42838,24,174675,133000.0,1715,79315,1
E09000014,haringey,2006-12-01,27020,,29726,25,233174,82000.0,2960,98339,1
E09000015,harrow,2006-12-01,25575,,30342,28,223632,83000.0,5046,83363,1
E09000016,havering,2006-12-01,26394,,28459,20,228198,86000.0,11446,96191,1
E09000017,hillingdon,2006-12-01,28771,,32034,31,254387,201000.0,11570,101241,1
E09000018,hounslow,2006-12-01,26853,,34303,20,228126,132000.0,5659,90367,1
E09000019,islington,2006-12-01,33995,,50794,24,185283,181000.0,1486,88820,1
E09000020,kensington and chelsea,2006-12-01,26619,,33350,24,165245,132000.0,1238,84596,1
E09000021,kingston upon thames,2006-12-01,25640,,32566,24,153667,99000.0,3726,64249,1
E09000022,lambeth,2006-12-01,29930,,38233,23,280524,137000.0,2725,125207,1
E09000023,lewisham,2006-12-01,27021,,30142,16,257976,73000.0,3532,112632,1
E09000024,merton,2006-12-01,24883,,29305,25,192520,79000.0,3762,80541,1
E09000025,newham,2006-12-01,27162,,30873,14,257994,80000.0,3857,98274,1
E09000026,redbridge,2006-12-01,27940,,31319,19,255590,74000.0,5644,97665,1
E09000027,richmond upon thames,2006-12-01,28610,,33258,32,182520,84000.0,5876,80819,1
E09000028,southwark,2006-12-01,31575,,39075,18,267553,210000.0,2991,113731,1
E09000029,sutton,2006-12-01,25102,,28965,30,182882,71000.0,4385,78498,1
E09000030,tower hamlets,2006-12-01,38975,,62719,12,218400,203000.0,2158,91356,1
E09000031,waltham forest,2006-12-01,23074,,27449,28,230731,70000.0,3881,94381,1
E09000032,wandsworth,2006-12-01,27405,,32887,23,287538,128000.0,3522,127243,1
E09000033,westminster,2006-12-01,33474,,53229,20,222829,605000.0,2203,110181,1
E12000001,north east,2006-12-01,20613,,24178,26,2552568,1163000.0,,,0
E12000002,north west,2006-12-01,22000,,26299,29,6901585,3387000.0,,,0
E12000003,yorkshire and the humber,2006-12-01,21674,,25446,27,5134016,2527000.0,,,0
E12000004,east midlands,2006-12-01,21946,,25731,36,4366676,2132000.0,,,0
E12000005,west midlands,2006-12-01,22000,,25975,29,5415521,2694000.0,,,0
E12000006,east,2006-12-01,23517,,28497,38,5606294,2807000.0,,,0
E12000007,london,2006-12-01,30355,,43557,23,7597825,4615000.0,159471,3213239,0
E12000008,south east,2006-12-01,24798,,30365,33,8270861,4327000.0,,,0
E12000009,south west,2006-12-01,21815,,26159,37,5119840,2654000.0,,,0
E13000001,inner london,2006-12-01,33333,,51556,,2989670,,32796,1325356,0
E13000002,outer london,2006-12-01,26399,,31096,,4608155,,126676,1887882,0
E92000001,england,2006-12-01,23729,,29836,31,50965186,26307000.0,13303728,22072566,0
K02000001,united kingdom,2006-12-01,23367,,29079,,60827067,31185000.0,,,0
K03000001,great britain,2006-12-01,23444,,29225,,59083954,30339000.0,,,0
K04000001,england and wales,2006-12-01,23564,,29538,,53950854,27674000.0,,,0
N92000002,northern ireland,2006-12-01,20739,,24212,,1743113,846000.0,,,0
S92000003,scotland,2006-12-01,22373,,26121,,5133100,2665000.0,,,0
W92000004,wales,2006-12-01,20790,,24037,,2985668,1367000.0,,,0
E09000001,city of london,2007-12-01,49955,,86778,33,7607,350000.0,315,5375,1
E09000002,barking and dagenham,2007-12-01,30200,,31994,20,169031,52000.0,3780,69835,1
E09000003,barnet,2007-12-01,27436,,33007,31,334837,136000.0,8675,135429,1
E09000004,bexley,2007-12-01,26457,,30375,42,224625,74000.0,6429,93746,1
E09000005,brent,2007-12-01,25763,,28503,21,283273,111000.0,4323,107970,1
E09000006,bromley,2007-12-01,25666,,35021,34,302625,136000.0,15013,132339,1
E09000007,camden,2007-12-01,33059,,40595,27,211520,296000.0,2179,96998,1
E09000008,croydon,2007-12-01,25965,,29341,23,344029,152000.0,8650,143714,1
E09000009,ealing,2007-12-01,27490,,34374,29,318671,140000.0,5554,124111,1
E09000010,enfield,2007-12-01,26325,,28949,28,291534,108000.0,8220,118667,1
E09000011,greenwich,2007-12-01,29319,,32003,31,236535,82000.0,5044,101931,1
E09000012,hackney,2007-12-01,28996,,35390,22,224480,95000.0,1905,95391,1
E09000013,hammersmith and fulham,2007-12-01,33535,,46996,27,176472,134000.0,1715,79969,1
E09000014,haringey,2007-12-01,26281,,29032,26,236793,81000.0,2960,99827,1
E09000015,harrow,2007-12-01,26107,,31063,40,226355,83000.0,5046,84072,1
E09000016,havering,2007-12-01,26079,,29418,24,229789,82000.0,11446,97132,1
E09000017,hillingdon,2007-12-01,30290,,33992,34,256981,202000.0,11570,101525,1
E09000018,hounslow,2007-12-01,27547,,34303,22,233454,136000.0,5659,92108,1
E09000019,islington,2007-12-01,34779,,53641,26,188636,201000.0,1486,90650,1
E09000020,kensington and chelsea,2007-12-01,28355,,33248,28,162883,128000.0,1238,84630,1
E09000021,kingston upon thames,2007-12-01,27274,,33513,26,154485,86000.0,3726,64547,1
E09000022,lambeth,2007-12-01,30633,,41050,25,284964,138000.0,2725,126555,1
E09000023,lewisham,2007-12-01,27673,,29832,22,261188,75000.0,3532,113286,1
E09000024,merton,2007-12-01,26346,,30731,27,194260,78000.0,3762,80534,1
E09000025,newham,2007-12-01,27434,,32363,14,266285,80000.0,3857,98994,1
E09000026,redbridge,2007-12-01,29429,,33111,22,259965,79000.0,5644,98687,1
E09000027,richmond upon thames,2007-12-01,30881,,37366,36,182421,89000.0,5876,81105,1
E09000028,southwark,2007-12-01,32000,,39710,20,272626,222000.0,2991,116042,1
E09000029,sutton,2007-12-01,25182,,28531,32,184174,71000.0,4385,78633,1
E09000030,tower hamlets,2007-12-01,41117,,72749,13,225251,211000.0,2158,94373,1
E09000031,waltham forest,2007-12-01,25034,,27129,30,235665,67000.0,3881,95303,1
E09000032,wandsworth,2007-12-01,30513,,38209,25,291440,130000.0,3522,128946,1
E09000033,westminster,2007-12-01,35315,,52597,23,220619,623000.0,2203,111743,1
E12000001,north east,2007-12-01,21076,,24299,28,2562045,1149000.0,,,0
E12000002,north west,2007-12-01,22889,,27308,33,6929277,3412000.0,,,0
E12000003,yorkshire and the humber,2007-12-01,22307,,26101,31,5164138,2550000.0,,,0
E12000004,east midlands,2007-12-01,22222,,26269,42,4404774,2202000.0,,,0
E12000005,west midlands,2007-12-01,22543,,26563,33,5451924,2674000.0,,,0
E12000006,east,2007-12-01,24061,,29338,41,5653534,2807000.0,,,0
E12000007,london,2007-12-01,31484,,45027,25,7693473,4728000.0,159471,3244166,0
E12000008,south east,2007-12-01,25583,,31491,36,8351391,4400000.0,,,0
E12000009,south west,2007-12-01,22665,,27480,40,5170537,2685000.0,,,0
E13000001,inner london,2007-12-01,34415,,53119,,3030764,,32796,1342778,0
E13000002,outer london,2007-12-01,27478,,32073,,4662709,,126676,1901387,0
E92000001,england,2007-12-01,24480,,30802,35,51381093,26606000.0,13303728,22287502,0
K02000001,united kingdom,2007-12-01,24043,,30015,,61319075,31516000.0,,,0
K03000001,great britain,2007-12-01,24147,,30176,,59557392,30667000.0,,,0
K04000001,england and wales,2007-12-01,24255,,30481,,54387392,27965000.0,,,0
N92000002,northern ireland,2007-12-01,20934,,24704,,1761683,849000.0,,,0
S92000003,scotland,2007-12-01,23098,,27179,,5170000,2702000.0,,,0
W92000004,wales,2007-12-01,21105,,24518,,3006299,1359000.0,,,0
E09000001,city of london,2008-12-01,50503,,82973,34,7429,348000.0,315,5421,1
E09000002,barking and dagenham,2008-12-01,29396,,31795,25,172452,53000.0,3780,70551,1
E09000003,barnet,2008-12-01,27978,,34468,31,339212,140000.0,8675,136680,1
E09000004,bexley,2008-12-01,28326,,31305,51,226652,73000.0,6429,94078,1
E09000005,brent,2008-12-01,27326,,29631,28,290901,109000.0,4323,109037,1
E09000006,bromley,2008-12-01,27236,,33378,36,304968,130000.0,15013,133112,1
E09000007,camden,2008-12-01,35314,,42816,28,210273,307000.0,2179,97517,1
E09000008,croydon,2008-12-01,27482,,31842,28,349308,146000.0,8650,144896,1
E09000009,ealing,2008-12-01,29439,,35772,35,324022,131000.0,5554,125531,1
E09000010,enfield,2008-12-01,25550,,28930,27,297443,111000.0,8220,119946,1
E09000011,greenwich,2008-12-01,30766,,33637,42,239748,81000.0,5044,102257,1
E09000012,hackney,2008-12-01,31589,,39016,23,231041,96000.0,1905,97302,1
E09000013,hammersmith and fulham,2008-12-01,,,46620,28,177088,135000.0,1715,80510,1
E09000014,haringey,2008-12-01,29859,,31703,22,244459,78000.0,2960,100960,1
E09000015,harrow,2008-12-01,27627,,31746,43,229567,77000.0,5046,84535,1
E09000016,havering,2008-12-01,28800,,32386,27,231793,87000.0,11446,97551,1
E09000017,hillingdon,2008-12-01,31291,,37349,35,261051,206000.0,11570,102020,1
E09000018,hounslow,2008-12-01,29475,,39109,24,237907,137000.0,5659,94100,1
E09000019,islington,2008-12-01,36357,,58261,28,192089,205000.0,1486,92378,1
E09000020,kensington and chelsea,2008-12-01,30217,,37538,30,162579,131000.0,1238,84577,1
E09000021,kingston upon thames,2008-12-01,26583,,33180,35,156027,87000.0,3726,64812,1
E09000022,lambeth,2008-12-01,30566,,41396,26,289126,140000.0,2725,127978,1
E09000023,lewisham,2008-12-01,29403,,31399,21,266508,77000.0,3532,114370,1
E09000024,merton,2008-12-01,28363,,31929,30,195859,81000.0,3762,80683,1
E09000025,newham,2008-12-01,29467,,34686,15,276478,77000.0,3857,99915,1
E09000026,redbridge,2008-12-01,29283,,32261,26,265452,83000.0,5644,99313,1
E09000027,richmond upon thames,2008-12-01,32437,,37760,42,182927,90000.0,5876,81458,1
E09000028,southwark,2008-12-01,31227,,40353,21,276973,245000.0,2991,118189,1
E09000029,sutton,2008-12-01,26082,,29869,32,185860,80000.0,4385,79116,1
E09000030,tower hamlets,2008-12-01,41880,,70217,19,231893,220000.0,2158,97010,1
E09000031,waltham forest,2008-12-01,26609,,28814,28,242098,68000.0,3881,96281,1
E09000032,wandsworth,2008-12-01,30808,,40916,27,294305,129000.0,3522,130226,1
E09000033,westminster,2008-12-01,36048,,59836,23,218673,639000.0,2203,113413,1
E12000001,north east,2008-12-01,21931,,25601,31,2569312,1156000.0,,,0
E12000002,north west,2008-12-01,23740,,28111,37,6958547,3393000.0,,,0
E12000003,yorkshire and the humber,2008-12-01,23357,,27597,34,5198675,2550000.0,,,0
E12000004,east midlands,2008-12-01,23271,,28167,44,4441125,2152000.0,,,0
E12000005,west midlands,2008-12-01,23849,,27930,37,5496240,2666000.0,,,0
E12000006,east,2008-12-01,24949,,30364,44,5708350,2813000.0,,,0
E12000007,london,2008-12-01,32813,,47116,29,7812161,4799000.0,159471,3275723,0
E12000008,south east,2008-12-01,26778,,32978,38,8426399,4396000.0,,,0
E12000009,south west,2008-12-01,23648,,28416,42,5205044,2687000.0,,,0
E13000001,inner london,2008-12-01,35774,,55236,,3078914,,32796,1359764,0
E13000002,outer london,2008-12-01,28608,,33547,,4733247,,126676,1915958,0
E92000001,england,2008-12-01,25549,,32358,38,51815853,26611000.0,13303728,22511036,0
K02000001,united kingdom,2008-12-01,25165,,31494,,61823772,31553000.0,,,0
K03000001,great britain,2008-12-01,25277,,31683,,60044620,30689000.0,,,0
K04000001,england and wales,2008-12-01,25373,,32014,,54841720,27966000.0,,,0
N92000002,northern ireland,2008-12-01,22122,,25470,,1779152,865000.0,,,0
S92000003,scotland,2008-12-01,24105,,28393,,5202900,2723000.0,,,0
W92000004,wales,2008-12-01,21830,,25690,,3025867,1355000.0,,,0
E09000001,city of london,2009-12-01,52092,,80769,35,7472,362000.0,315,5467,1
E09000002,barking and dagenham,2009-12-01,30973,,33126,33,177580,47000.0,3780,70839,1
E09000003,barnet,2009-12-01,30496,,35013,33,345829,143000.0,8675,137769,1
E09000004,bexley,2009-12-01,28222,,31988,51,228146,73000.0,6429,94371,1
E09000005,brent,2009-12-01,27503,,31033,29,298118,110000.0,4323,110244,1
E09000006,bromley,2009-12-01,26951,,33329,40,306924,119000.0,15013,133673,1
E09000007,camden,2009-12-01,36375,,45633,30,212924,309000.0,2179,98557,1
E09000008,croydon,2009-12-01,28225,,33826,32,352763,134000.0,8650,146152,1
E09000009,ealing,2009-12-01,28234,,34873,38,329966,128000.0,5554,126381,1
E09000010,enfield,2009-12-01,27828,,31584,31,301971,107000.0,8220,120623,1
E09000011,greenwich,2009-12-01,29871,,33344,35,243672,80000.0,5044,102560,1
E09000012,hackney,2009-12-01,33107,,46556,24,236622,101000.0,1905,99689,1
E09000013,hammersmith and fulham,2009-12-01,36525,,45516,27,180116,132000.0,1715,80994,1
E09000014,haringey,2009-12-01,28515,,30817,25,249805,75000.0,2960,102294,1
E09000015,harrow,2009-12-01,27532,,31352,46,233495,77000.0,5046,85395,1
E09000016,havering,2009-12-01,28317,,30993,34,234127,80000.0,11446,98289,1
E09000017,hillingdon,2009-12-01,31584,,37424,41,265665,197000.0,11570,102901,1
E09000018,hounslow,2009-12-01,31672,,42241,33,243366,138000.0,5659,94969,1
E09000019,islington,2009-12-01,36981,,55027,29,196704,206000.0,1486,94707,1
E09000020,kensington and chelsea,2009-12-01,29901,,36101,31,161893,129000.0,1238,84553,1
E09000021,kingston upon thames,2009-12-01,27497,,33834,46,157307,84000.0,3726,64972,1
E09000022,lambeth,2009-12-01,33415,,44262,27,294050,149000.0,2725,129289,1
E09000023,lewisham,2009-12-01,30891,,32708,17,270418,75000.0,3532,115576,1
E09000024,merton,2009-12-01,27662,,30330,34,198136,79000.0,3762,81050,1
E09000025,newham,2009-12-01,31028,,34487,19,286447,80000.0,3857,100984,1
E09000026,redbridge,2009-12-01,31235,,32648,32,270435,79000.0,5644,99938,1
E09000027,richmond upon thames,2009-12-01,31733,,40992,43,184394,84000.0,5876,81853,1
E09000028,southwark,2009-12-01,34265,,41548,22,281120,236000.0,2991,119657,1
E09000029,sutton,2009-12-01,26111,,29775,38,188167,72000.0,4385,79444,1
E09000030,tower hamlets,2009-12-01,43987,,62526,26,240495,217000.0,2158,100471,1
E09000031,waltham forest,2009-12-01,27651,,29524,28,248140,69000.0,3881,97247,1
E09000032,wandsworth,2009-12-01,32373,,41202,25,299347,125000.0,3522,132060,1
E09000033,westminster,2009-12-01,36765,,55752,24,216980,640000.0,2203,115047,1
E12000001,north east,2009-12-01,22684,,26670,35,2575441,1117000.0,,,0
E12000002,north west,2009-12-01,24020,,28635,38,6986156,3352000.0,,,0
E12000003,yorkshire and the humber,2009-12-01,23891,,28129,37,5223344,2516000.0,,,0
E12000004,east midlands,2009-12-01,24357,,28737,46,4471653,2126000.0,,,0
E12000005,west midlands,2009-12-01,23958,,28347,40,5528007,2588000.0,,,0
E12000006,east,2009-12-01,25500,,30555,46,5751443,2789000.0,,,0
E12000007,london,2009-12-01,33700,,46765,32,7942594,4739000.0,159471,3308013,0
E12000008,south east,2009-12-01,27458,,33674,40,8490922,4303000.0,,,0
E12000009,south west,2009-12-01,24175,,28772,43,5226821,2717000.0,,,0
E13000001,inner london,2009-12-01,37252,,54227,,3134393,,32796,1379345,0
E13000002,outer london,2009-12-01,29085,,34297,,4808201,,126676,1928668,0
E92000001,england,2009-12-01,26133,,32680,40,52196381,26246000.0,13303728,22693802,0
K02000001,united kingdom,2009-12-01,25806,,31900,,62260486,31106000.0,,,0
K03000001,great britain,2009-12-01,25905,,32081,,60467153,30266000.0,,,0
K04000001,england and wales,2009-12-01,25998,,32363,,55235253,27591000.0,,,0
N92000002,northern ireland,2009-12-01,23023,,26493,,1793333,840000.0,,,0
S92000003,scotland,2009-12-01,24993,,29383,,5231900,2675000.0,,,0
W92000004,wales,2009-12-01,22800,,26215,,3038872,1345000.0,,,0
E09000001,city of london,2010-12-01,52271,,81938,39,7338,388000.0,315,5459,1
E09000002,barking and dagenham,2010-12-01,28527,,32996,28,182838,51000.0,3780,70946,1
E09000003,barnet,2010-12-01,30000,,34077,33,351438,141000.0,8675,138616,1
E09000004,bexley,2010-12-01,27738,,30821,51,230711,77000.0,6429,94798,1
E09000005,brent,2010-12-01,25997,,29353,33,304785,114000.0,4323,111414,1
E09000006,bromley,2010-12-01,27712,,32841,44,308560,120000.0,15013,134298,1
E09000007,camden,2010-12-01,36527,,45461,32,214725,307000.0,2179,99139,1
E09000008,croydon,2010-12-01,28586,,33117,34,357951,138000.0,8650,147249,1
E09000009,ealing,2010-12-01,28732,,33845,40,334073,128000.0,5554,126901,1
E09000010,enfield,2010-12-01,26967,,32009,32,307648,112000.0,8220,121243,1
E09000011,greenwich,2010-12-01,31821,,34526,37,249171,82000.0,5044,102651,1
E09000012,hackney,2010-12-01,35149,,44663,25,241739,101000.0,1905,101657,1
E09000013,hammersmith and fulham,2010-12-01,35033,,42271,28,180842,139000.0,1715,81902,1
E09000014,haringey,2010-12-01,29597,,32517,28,252742,72000.0,2960,103430,1
E09000015,harrow,2010-12-01,27921,,32746,50,237451,78000.0,5046,85994,1
E09000016,havering,2010-12-01,28235,,32068,31,236234,82000.0,11446,98805,1
E09000017,hillingdon,2010-12-01,31586,,38406,43,269465,192000.0,11570,103508,1
E09000018,hounslow,2010-12-01,31307,,41634,35,249236,143000.0,5659,95893,1
E09000019,islington,2010-12-01,34551,,49859,30,200129,197000.0,1486,96301,1
E09000020,kensington and chelsea,2010-12-01,30196,,36450,32,160463,129000.0,1238,84756,1
E09000021,kingston upon thames,2010-12-01,28240,,33688,47,158648,85000.0,3726,65086,1
E09000022,lambeth,2010-12-01,33821,,43030,28,297650,151000.0,2725,130655,1
E09000023,lewisham,2010-12-01,30806,,32007,18,272525,73000.0,3532,116640,1
E09000024,merton,2010-12-01,27441,,31666,36,199136,78000.0,3762,80971,1
E09000025,newham,2010-12-01,32578,,39102,15,299171,80000.0,3857,102444,1
E09000026,redbridge,2010-12-01,30086,,32421,28,275088,78000.0,5644,100889,1
E09000027,richmond upon thames,2010-12-01,32249,,39837,43,186304,85000.0,5876,82116,1
E09000028,southwark,2010-12-01,35050,,41481,25,283777,228000.0,2991,121412,1
E09000029,sutton,2010-12-01,26288,,30375,38,189321,73000.0,4385,79508,1
E09000030,tower hamlets,2010-12-01,44443,,69029,25,248520,223000.0,2158,103509,1
E09000031,waltham forest,2010-12-01,27755,,30773,27,254009,66000.0,3881,97624,1
E09000032,wandsworth,2010-12-01,31818,,39318,27,302620,118000.0,3522,133885,1
E09000033,westminster,2010-12-01,37836,,56080,25,217187,644000.0,2203,116644,1
E12000001,north east,2010-12-01,23124,,27405,36,2586868,1114000.0,,,0
E12000002,north west,2010-12-01,24127,,28919,40,7019921,3326000.0,,,0
E12000003,yorkshire and the humber,2010-12-01,23856,,28230,40,5254788,2497000.0,,,0
E12000004,east midlands,2010-12-01,24118,,28684,46,4507071,2139000.0,,,0
E12000005,west midlands,2010-12-01,23831,,28477,42,5565866,2600000.0,,,0
E12000006,east,2010-12-01,25379,,31299,49,5807402,2770000.0,,,0
E12000007,london,2010-12-01,33990,,46945,32,8061495,4772000.0,159471,3336343,0
E12000008,south east,2010-12-01,27503,,33842,41,8577771,4372000.0,,,0
E12000009,south west,2010-12-01,24098,,28850,47,5261270,2706000.0,,,0
E13000001,inner london,2010-12-01,37463,,54573,,3179428,,32796,1397832,0
E13000002,outer london,2010-12-01,29182,,34275,,4882067,,126676,1938511,0
E92000001,england,2010-12-01,26265,,33014,41,52642452,26295000.0,13303728,22838672,0
K02000001,united kingdom,2010-12-01,25882,,32204,,62759456,31093000.0,,,0
K03000001,great britain,2010-12-01,26000,,32393,,60954623,30235000.0,,,0
K04000001,england and wales,2010-12-01,26076,,32683,,55692423,27632000.0,,,0
N92000002,northern ireland,2010-12-01,22394,,26207,,1804833,858000.0,,,0
S92000003,scotland,2010-12-01,25205,,29616,,5262200,2603000.0,,,0
W92000004,wales,2010-12-01,23178,,26504,,3049971,1337000.0,,,0
E09000001,city of london,2011-12-01,54381,nan,90842,37,7412,436000.0,315,5513,1
E09000002,barking and dagenham,2011-12-01,28201,7.05,33568,30,187029,54000.0,3780,71079,1
E09000003,barnet,2011-12-01,30237,7.43,33062,34,357538,147000.0,8675,139346,1
E09000004,bexley,2011-12-01,28638,7.42,31812,54,232774,78000.0,6429,95037,1
E09000005,brent,2011-12-01,26772,7.11,29609,37,312245,115000.0,4323,112083,1
E09000006,bromley,2011-12-01,28163,7.5,32863,50,310554,119000.0,15013,135036,1
E09000007,camden,2011-12-01,35967,7.25,45588,33,220087,331000.0,2179,99828,1
E09000008,croydon,2011-12-01,28979,7.04,33050,38,364815,136000.0,8650,148099,1
E09000009,ealing,2011-12-01,28646,7.22,34725,41,339314,148000.0,5554,127187,1
E09000010,enfield,2011-12-01,26412,7.23,31797,35,313935,110000.0,8220,122042,1
E09000011,greenwich,2011-12-01,29932,7.18,32581,39,255483,81000.0,5044,103186,1
E09000012,hackney,2011-12-01,33512,7,42089,24,247182,113000.0,1905,102408,1
E09000013,hammersmith and fulham,2011-12-01,36143,7.38,42531,30,182445,140000.0,1715,82390,1
E09000014,haringey,2011-12-01,28032,7.11,30446,26,255540,74000.0,2960,104173,1
E09000015,harrow,2011-12-01,27540,7.31,32342,48,240499,76000.0,5046,86524,1
E09000016,havering,2011-12-01,28415,7.35,31947,36,237927,82000.0,11446,99184,1
E09000017,hillingdon,2011-12-01,33589,7.4,39436,43,275499,202000.0,11570,103907,1
E09000018,hounslow,2011-12-01,32759,7.26,41142,35,254927,150000.0,5659,96892,1
E09000019,islington,2011-12-01,35996,7.09,60068,32,206285,201000.0,1486,96872,1
E09000020,kensington and chelsea,2011-12-01,31491,7.57,38220,34,158251,137000.0,1238,84798,1
E09000021,kingston upon thames,2011-12-01,28997,7.33,34459,47,160436,80000.0,3726,65198,1
E09000022,lambeth,2011-12-01,34836,7.13,43657,28,304481,150000.0,2725,132213,1
E09000023,lewisham,2011-12-01,29567,7.05,30506,17,276938,75000.0,3532,117651,1
E09000024,merton,2011-12-01,28066,7.14,32415,37,200543,86000.0,3762,80919,1
E09000025,newham,2011-12-01,29998,7.12,36870,23,310460,89000.0,3857,103212,1
E09000026,redbridge,2011-12-01,29829,7.33,31948,33,281395,77000.0,5644,101348,1
E09000027,richmond upon thames,2011-12-01,32197,7.52,37122,45,187527,95000.0,5876,82482,1
E09000028,southwark,2011-12-01,36124,7.36,48938,27,288717,247000.0,2991,123265,1
E09000029,sutton,2011-12-01,26743,7.39,29656,37,191123,78000.0,4385,79696,1
E09000030,tower hamlets,2011-12-01,45970,7.02,86593,27,256012,251000.0,2158,105379,1
E09000031,waltham forest,2011-12-01,28005,7.18,31926,27,259742,71000.0,3881,98279,1
E09000032,wandsworth,2011-12-01,32033,7.46,38695,28,307710,125000.0,3522,134619,1
E09000033,westminster,2011-12-01,37406,7.33,54049,25,219582,674000.0,2203,118318,1
E12000001,north east,2011-12-01,23250,7.44,27712,38,2596441,1130000.0,,,0
E12000002,north west,2011-12-01,24167,7.37,28634,43,7055961,3380000.0,,,0
E12000003,yorkshire and the humber,2011-12-01,24119,7.39,28172,42,5288212,2513000.0,,,0
E12000004,east midlands,2011-12-01,24002,7.47,28558,47,4537448,2198000.0,,,0
E12000005,west midlands,2011-12-01,24291,7.28,28539,43,5608667,2635000.0,,,0
E12000006,east,2011-12-01,25953,,30693,50,5862418,2829000.0,,,0
E12000007,london,2011-12-01,34396,7.25,49831,34,8204407,5028000.0,159471,3358163,0
E12000008,south east,2011-12-01,27881,7.51,33871,43,8652784,4442000.0,,,0
E12000009,south west,2011-12-01,24306,7.53,28872,47,5300831,2718000.0,,,0
E13000001,inner london,2011-12-01,37851,,58760,,3241102,,32796,1410639,0
E13000002,outer london,2011-12-01,29399,,34251,,4963305,,126676,1947524,0
E92000001,england,2011-12-01,26488,7.41,33514,43,53107169,26874000.0,13303728,22976066,0
K02000001,united kingdom,2011-12-01,26095,,32691,,63285145,31743000.0,,,0
K03000001,great britain,2011-12-01,26206,,32865,,61470827,30897000.0,,,0
K04000001,england and wales,2011-12-01,26290,,33162,,56170927,28234000.0,,,0
N92000002,northern ireland,2011-12-01,23034,7.53,27105,,1814318,846000.0,,,0
S92000003,scotland,2011-12-01,25291,7.51,29985,,5299900,2663000.0,,,0
W92000004,wales,2011-12-01,23397,7.4,26687,,3063758,1361000.0,,,0
E09000001,city of london,2012-12-01,54000,nan,86987,36,7604,449000.0,315,5531,1
E09000002,barking and dagenham,2012-12-01,33131,7.09,37059,27,190560,55000.0,3780,71431,1
E09000003,barnet,2012-12-01,29594,7.28,33044,33,363956,154000.0,8675,141461,1
E09000004,bexley,2012-12-01,27440,7.42,30833,54,234271,78000.0,6429,95240,1
E09000005,brent,2012-12-01,27577,7.28,32089,43,314660,123000.0,4323,112643,1
E09000006,bromley,2012-12-01,28082,7.6,33859,49,314036,122000.0,15013,135612,1
E09000007,camden,2012-12-01,36962,7.24,44832,31,224962,344000.0,2179,100196,1
E09000008,croydon,2012-12-01,28974,7.01,33831,44,368886,141000.0,8650,148806,1
E09000009,ealing,2012-12-01,31104,7.22,35024,41,340671,148000.0,5554,127872,1
E09000010,enfield,2012-12-01,27123,7.24,31749,39,317287,117000.0,8220,122339,1
E09000011,greenwich,2012-12-01,30097,7.15,32764,40,260068,82000.0,5044,104509,1
E09000012,hackney,2012-12-01,34803,7.07,41030,24,252119,112000.0,1905,103565,1
E09000013,hammersmith and fulham,2012-12-01,35136,7.21,44065,23,179850,147000.0,1715,82861,1
E09000014,haringey,2012-12-01,29116,7.17,31874,32,258912,80000.0,2960,105456,1
E09000015,harrow,2012-12-01,26738,7.37,31817,45,242377,79000.0,5046,86994,1
E09000016,havering,2012-12-01,28326,7.36,31759,35,239733,84000.0,11446,99226,1
E09000017,hillingdon,2012-12-01,33822,7.37,39849,43,281756,213000.0,11570,104896,1
E09000018,hounslow,2012-12-01,31821,7.35,41688,35,259052,160000.0,5659,97472,1
E09000019,islington,2012-12-01,36653,7.14,58131,31,211047,206000.0,1486,98096,1
E09000020,kensington and chelsea,2012-12-01,30726,7.7,37192,26,155930,144000.0,1238,84900,1
E09000021,kingston upon thames,2012-12-01,29067,7.17,36381,46,163906,81000.0,3726,65422,1
E09000022,lambeth,2012-12-01,35280,7.08,44271,23,310200,152000.0,2725,133063,1
E09000023,lewisham,2012-12-01,29995,7.23,30823,20,281556,78000.0,3532,118839,1
E09000024,merton,2012-12-01,28613,7.18,32742,39,202225,89000.0,3762,81429,1
